Dport,SrcBytes,DstBytes,SrcLoad,DstLoad,SIntPkt,DIntPkt,SIntPktAct,SrcJitter,DstJitter,sMaxPktSz,dMaxPktSz,sMinPktSz,Dur,TotPkts,TotBytes,Load,Loss,pLoss,pSrcLoss,pDstLoss,Rate,Temp,SpO2,Pulse_Rate,SYS,DIA,Heart_rate,Resp_Rate,ST,Label
1111.2013,362.42484,820.8942,290686.12,-4127013.5,-8556.725,-384.28714,1461.2253,4843.285,407.34555,309.31885,67.070045,262.6012,-4.678237,-21.589115,236.1684,-1913263.0,1.4051527,-20.122515,-9.98402,11.9292145,-2973.7383,32.164303,83.793655,85.14523,263.84967,112.043396,-73.775635,55.22551,-0.532194,1
1111.2689,1740.9958,794.20197,-1006061.2,-2384237.8,-12903.166,-1083.9856,3244.0198,-42532.71,-103.31683,310.17706,60.80533,231.61604,-6.8209248,-29.662474,4038.5576,-4294567.0,3.8389971,-2.4684334,-10.910945,22.783234,-9034.962,26.812748,73.19485,-38.28768,26.514845,23.058405,65.95934,-25.74239,-0.41996953,1
1110.973,2135.2803,-103.988716,962703.0,-1681648.6,-2138.725,-1539.86,1615.4124,-223.48732,350.659,309.77426,67.3288,154.92719,-0.12651049,-15.86307,-2334.3445,-5025106.5,0.6491852,3.2784216,-13.727594,59.651966,-4406.9907,25.312502,28.210178,62.617107,-64.042114,21.411394,-100.1237,19.90079,-1.9089333,1
1109.7656,3753.7615,732.251,313437.66,1146021.1,-10399.157,-3672.9875,-1051.9865,39161.71,2195.8574,310.16855,62.634872,353.28998,-5.414394,-8.897055,-1371.1398,-4162258.2,3.1346214,-0.38906902,-22.105152,19.309774,-12537.43,31.063423,-6.179968,25.922293,128.77931,-3.4218717,47.38211,31.238997,-0.20171921,1
1111.4443,926.52045,-242.15091,1254837.2,3860274.5,-10756.808,-1604.6997,-733.7989,-94554.57,-70.793304,310.41827,63.077877,35.736008,-2.1803982,-6.8007855,450.2946,-3343254.8,4.5532284,21.280602,-33.41749,17.659882,-18732.459,24.848524,117.02025,32.626373,-32.066425,-31.53216,-66.29034,43.505363,-0.2940191,1
1110.2864,99.67022,740.76086,-1412842.9,1068478.2,-4669.248,1482.8444,1204.86,41434.938,-1932.8671,309.40356,60.076412,332.18698,4.524619,-26.963505,2575.755,-4228992.5,7.714017,44.9355,-48.60833,33.012634,-20439.28,23.219168,111.72392,87.59833,43.300137,104.400154,-43.9987,58.044323,-1.8697593,1
1109.7307,1339.3394,68.35246,-955407.1,2248491.0,-11660.005,-3258.713,3141.953,-46660.344,-1423.2684,312.0041,63.20352,500.67007,-5.594617,-21.349201,1226.7804,-7973999.0,5.4352117,8.971784,-4.031128,31.050835,-22312.967,23.910086,196.46648,-385.82748,138.24907,-48.022926,59.620018,24.070053,0.38503727,1
1111.1196,1228.972,-876.6127,-8089.757,1124251.1,2283.4324,-909.4354,-3510.171,-43096.027,2992.5508,310.41223,60.157867,290.82803,-2.1912243,-39.26642,2086.8723,2144796.5,5.419057,27.941534,-21.260765,55.53076,-3784.8718,32.51014,97.740074,141.94272,65.9541,-8.948911,-15.410295,-12.699779,-1.9407583,1
1109.9224,-147.78262,126.84639,-418237.7,1165130.9,-14466.356,-2576.4927,-510.25006,106914.69,1565.6699,310.20978,69.46266,352.57654,-0.28693962,-34.39048,1408.04,-2599740.5,2.8888087,34.651035,-32.694942,47.012978,-11396.465,32.225105,123.45626,104.537964,264.46722,24.692156,30.268637,-48.178986,-2.6339943,1
1110.1494,33.50291,454.80545,530418.25,2894562.2,-7132.9233,148.39255,512.4461,4215.64,-823.1037,309.4482,62.280167,339.19366,-0.039684594,-32.31095,-2022.6199,-4198790.0,10.377957,8.109896,-29.265566,72.27309,-38701.336,30.964273,56.908207,65.897835,101.24632,-18.924059,-99.938736,19.966228,-2.124981,1
1110.0802,834.5479,-226.70007,725045.0,1245485.5,-13716.165,-1045.3682,1464.8868,56939.67,1192.6196,310.70428,58.41951,180.29877,1.5842414,-18.181522,1281.0568,-1459851.1,4.8438873,49.11404,-22.256218,39.545143,-29583.787,26.900328,85.81927,24.494942,172.46028,-137.59584,23.941395,3.6654577,-3.256512,1
1110.1458,-150.7408,309.83282,411221.0,45749.74,-3732.2444,-1603.207,2708.73,6090.5703,-4434.185,309.2752,57.754845,77.79834,-4.9798784,-40.9394,2684.2112,-6053276.5,7.2058396,13.17745,-13.698156,17.597673,-6213.668,22.728224,137.36752,-16.546034,-23.172905,68.30714,123.135445,-52.22744,-1.4260377,1
1110.7452,1354.9601,391.89996,-516451.22,1489172.8,1819.8922,-282.52682,5773.0864,-14283.825,-3214.0247,309.3846,62.044292,401.66577,-7.985015,-19.655714,-2155.7202,-5133290.5,8.84814,-8.8264885,-24.777983,-2.2328773,-8153.1787,25.043335,9.643352,-269.95233,-22.69799,-67.10868,-170.92776,9.318621,-0.840273,1
1110.3041,1163.0011,-372.27094,-614558.9,-4502701.0,-409.90182,-2857.8596,4046.4756,-86.16734,2868.6816,310.87265,56.86753,295.07504,-6.0042505,-22.266634,199.37529,191124.62,0.19036318,-18.600857,4.189562,84.1677,1916.5254,24.480963,257.16306,-6.599608,134.83005,-22.321035,-133.52525,108.889114,-0.27095547,1
1111.2446,-371.88138,1245.4269,-192762.12,-1513546.2,8715.665,-4387.3145,1349.2783,69315.08,-407.8233,310.0063,65.23697,110.65808,-5.569915,-38.068394,-3727.812,-2620663.5,-4.578468,-28.89041,5.6113873,35.691692,-1174.9025,34.917336,149.1288,82.39063,323.90588,-22.203865,-126.75287,12.0880785,-0.42403203,1
1110.0157,942.5498,212.25267,29842.436,-2243324.0,-1902.7007,-1580.5388,-1605.9464,37235.76,-308.162,309.66934,69.21892,21.128254,-5.004099,-20.407658,-135.4533,-7113969.5,4.144254,-28.98971,-13.244431,18.762323,-2934.9885,28.867401,77.69338,-16.655222,-176.61324,25.938185,-66.122955,-18.042665,-0.42250368,1
1110.2283,4.487188,371.7496,-64479.98,2856149.0,-2823.1792,354.37418,-1313.7893,37614.766,-660.4004,310.17224,66.54647,224.60634,-4.806115,-4.0722313,-1089.6329,-3803258.5,2.7705402,5.204438,-16.958813,15.328172,-4524.3716,32.31545,12.712079,-58.621826,53.0353,-57.47451,-0.111443125,-1.4024254,0.34615612,1
1110.4587,2016.8611,-71.89731,-319221.16,-1755804.2,1517.4669,-2610.2136,4130.4854,45094.184,-2749.5176,308.88242,57.32589,629.22,-3.602305,-11.699281,-88.07386,-2537042.8,1.0029397,-25.252882,-26.476393,11.453825,-3711.8984,22.481295,191.3584,-40.19697,-127.6078,-0.03876252,-91.47912,-47.37192,-1.7595038,1
1110.3668,1059.8572,-147.20065,-1053850.8,234063.28,-5619.9873,930.80585,-1060.1288,-100256.47,522.89966,309.8726,60.375298,45.332237,-1.953219,-21.5917,1674.3237,-6041454.5,9.248566,-1.8453375,-6.702425,39.278633,-24177.568,31.948757,50.745075,-28.533121,-39.36572,17.02974,52.405617,-103.13967,-1.0724692,1
1110.5464,2764.8257,664.61475,-156556.69,-609814.44,5352.4395,910.8233,2952.6147,4261.6387,629.2282,309.824,64.71511,118.71069,0.15874535,-20.605621,-3793.5742,-6758600.5,7.3981133,-20.241083,-21.787975,-2.6756735,4924.36,30.958397,-58.862995,-327.29187,-126.187485,75.248215,-75.323746,-30.061243,-1.7452315,1
1111.0303,756.7622,348.7971,-536603.9,-1750177.8,-2095.2354,-2097.4238,2306.4084,-30568.064,1504.779,310.35312,60.31797,-56.04309,-4.1317916,-13.524474,-3604.3835,-2220665.0,2.6804268,-13.833834,-4.1474752,19.34797,1384.5282,24.105556,107.87907,-124.93512,225.60138,-112.16051,-37.18901,52.464207,-0.17792122,1
1109.9628,421.5002,-871.8099,15698.503,-526672.06,-13082.315,-178.77943,1373.3823,30888.621,669.43695,310.46967,61.935963,98.234695,-3.6436193,-15.487838,-1303.7325,-2728417.0,3.418868,25.795757,-21.059128,24.956696,-17920.5,23.532455,61.32628,-125.76099,42.544785,-76.780464,49.400402,-31.816366,-1.0817946,1
1111.5078,-314.59912,610.3735,344212.16,445601.28,-7924.5757,-578.28766,-1178.772,-33058.07,-1270.7772,309.2114,63.362885,31.570837,-4.5200753,2.7196712,496.58148,-196836.03,4.8279085,-14.559785,-34.050537,32.251904,-992.31494,39.311874,71.533615,180.7628,73.59828,-22.710583,-20.917606,43.598152,-2.0297074,1
1110.8829,2233.0203,457.1227,1621104.8,-324419.5,5477.792,361.30887,-790.3524,39993.832,582.2829,309.2551,58.30316,389.75015,-1.768021,-19.184637,122.58968,-1668022.0,-0.30262136,-14.782245,-21.918242,21.622364,11776.1045,26.420616,98.145004,175.93987,78.20628,80.29815,53.667423,32.3183,-1.6162093,1
1109.7562,783.6559,551.8439,732725.2,-2581062.2,356.47946,1251.4143,-1498.5862,-26892.049,-2478.9106,309.37656,63.389816,224.08589,-1.9034517,-17.411911,755.7917,-4571045.0,3.0526261,3.4097745,-26.064356,21.607048,-11551.859,22.462471,129.0806,-171.78355,44.315792,21.683481,-83.50886,-2.15272,-1.0195018,1
1110.9122,125.89887,568.62823,-483326.44,-1215682.2,-7718.1064,25.427198,-6.8927155,-12224.227,739.3198,309.7405,60.56053,60.535606,-6.8654947,-9.269014,-1413.1271,3008470.8,-0.34391016,-18.52744,0.27017516,22.168924,-5163.4536,29.75197,7.551661,163.35619,115.52437,-37.315266,-64.65207,-2.1549146,-1.1302397,1
1111.2539,288.34286,98.56306,-73694.85,1913647.8,-3441.353,-1409.1913,2979.7239,2644.8982,-1588.609,308.74496,61.871716,270.11942,-6.96263,-19.922562,2800.9194,-1110781.2,3.8427837,49.600246,-20.73431,10.887397,2210.3462,31.141275,115.52925,163.78064,50.214115,33.88986,-93.22511,-32.362133,-0.5850718,1
1111.4404,1437.3619,696.0388,-2415248.5,-1847942.0,-8948.093,-975.4905,4567.517,-12416.907,-830.71075,310.18326,64.98484,218.1544,0.6080933,-10.525495,834.7173,-7248328.5,-1.0911068,-2.57614,-21.25803,6.83667,12847.261,25.726116,72.29926,-47.008247,19.928267,-17.720915,7.4481893,51.75399,-0.9572173,1
1111.584,144.59073,900.5247,-1021117.8,2715641.8,-4743.1255,-330.11322,1851.4867,36246.883,-1451.0889,309.82523,66.04814,146.61856,-1.5977867,-10.785084,4841.231,-3654806.8,1.2168021,57.33293,-17.733938,59.496902,13299.299,25.107048,64.16982,307.47015,-38.792557,-31.807781,-30.917099,39.75547,-1.9162327,1
1111.3992,799.1743,-27.119564,-187990.22,-4954049.5,-10023.3125,121.156425,2028.5492,-30443.516,-996.4362,311.04065,66.52071,247.93462,-5.875634,-33.826164,653.0893,-6176366.0,13.715344,14.2288685,-8.122192,31.236933,-17924.137,33.533733,35.71418,-194.07907,-31.664562,-56.424385,-173.153,13.919369,-1.2883309,1
1111.3575,1131.7637,809.23596,-745294.4,-2695281.8,-21337.932,393.01376,816.5154,-69830.73,-4077.022,310.12433,57.05365,153.9808,-7.5887804,-10.801876,-135.66452,-925522.75,4.7142963,-21.588266,-38.13271,1.6349669,-4413.4897,29.251726,-1.5087036,-19.700783,80.72315,59.118084,-22.466282,6.1409187,-0.9044906,1
1109.4214,2101.7263,1114.7509,-830848.25,-1138124.1,-12101.871,-1486.5295,-2339.0671,-53510.41,-391.916,309.6544,65.17396,-38.008755,-2.0036228,-7.202566,1162.641,-2817109.2,9.135912,-4.368563,5.4866476,64.91038,-33581.242,21.55744,139.1599,-2.2590976,-15.139216,-78.26934,25.16872,19.797365,-1.5551292,1
1110.9725,3400.2092,-152.06859,657830.9,230120.22,-4564.485,-829.70557,-533.6186,-50198.426,573.6426,310.27362,70.989075,232.9652,-3.0205376,-41.600525,-122.83039,-2528924.0,4.906361,-23.148096,-6.2584257,9.090593,1312.9496,34.2965,77.28842,154.55524,81.444145,118.5188,-45.294365,-59.96683,-1.4661949,1
1110.1653,1232.2113,764.2442,-588504.1,461437.06,-5623.553,-49.34699,5272.1567,8363.162,-2714.6147,310.0964,66.999214,234.6047,0.051025055,-24.42406,2754.2742,-259202.27,6.8171763,43.109016,-4.1294904,36.072697,418.36432,23.799597,85.43537,-247.23216,60.040653,63.065617,-91.91199,-68.53471,-1.4954264,1
1110.1422,812.51855,831.6162,-1222349.5,2700327.5,-1183.042,-1555.8163,451.31024,49636.047,578.49255,310.85165,66.59873,362.64035,-5.1803575,-33.660862,1182.5941,-2328913.5,4.868383,30.103193,-5.8732314,51.40365,-4763.4233,19.214548,31.206549,-84.22376,-211.56367,-30.848867,-44.188984,97.855865,-0.5197919,1
1110.0057,1340.5743,1208.2969,180426.73,2767875.0,-12120.1455,-2566.3022,3609.063,50466.918,-732.7435,310.31558,61.201767,7.938308,-7.760827,-32.33975,269.5785,-2219945.5,6.346123,-34.405632,-5.6092286,-19.361269,-7855.6943,25.295517,169.91174,-193.74725,123.88946,33.404854,-16.073496,20.456142,1.03458,1
1110.1812,-805.1111,208.62564,415215.3,906797.1,-14378.549,-737.5715,1679.953,-23206.445,972.0776,310.17862,67.528076,-153.05229,-2.0933807,-15.8878,2774.3652,-726247.6,1.4352018,7.7790313,-2.3948538,40.528053,-1919.2377,17.622082,116.886345,-120.34183,105.211266,0.57506436,-38.008038,38.983643,0.067848265,1
1111.789,1914.8641,63.215492,-1016731.75,-601636.75,4077.8154,1298.6807,925.13074,-75556.734,-1267.0615,309.09827,64.129326,192.22545,0.84777284,-7.143238,-2047.6163,1032224.25,-2.1765401,-15.51896,-8.896182,-35.018612,11932.808,23.257296,0.22973882,-52.78722,-39.025055,56.19912,-145.09602,21.893555,-1.4444101,1
1111.4567,2253.365,756.3845,-315846.16,3078598.8,-10755.893,-2272.9185,3384.7937,-69926.08,1554.5352,311.83804,62.751335,57.769627,-6.9886303,-50.0032,515.5131,-1960402.8,4.0459046,71.86189,-9.625534,41.937096,-8090.3413,24.941137,40.105873,-148.17052,27.745586,25.048698,33.72948,45.954563,-1.5667769,1
1111.5352,238.51665,-57.782684,-382896.9,2290993.0,-9095.093,-466.77548,2823.9185,13216.102,117.128654,309.5279,67.267105,218.65518,-1.9858512,15.978017,940.64655,-4576032.0,-2.8992608,11.468909,-26.52833,-19.60403,-3132.423,25.548407,17.668646,147.6796,-59.28574,48.63549,0.75300467,91.11662,-0.13517292,1
1110.0282,373.19504,685.782,-989729.9,1147986.5,-6992.0566,-1668.199,4781.4214,-37300.293,-2178.0708,310.29596,66.45483,164.11288,-5.017116,-21.340973,484.66757,-5069757.5,0.91276836,3.060434,5.0940447,8.217733,-9693.626,27.10285,74.65756,-49.547787,155.91617,56.828777,-125.23005,18.86962,-1.2066395,1
1110.5012,344.58795,-416.77698,200474.69,-4334349.0,-4647.398,-411.3709,221.57814,25997.943,1320.0251,309.28052,62.99978,394.93634,-4.3828626,3.979855,95.13529,-3105023.8,4.839835,-0.48659775,-39.030193,24.801199,-12223.246,28.31,-10.385693,-7.092459,-215.35236,-0.28783944,-23.107235,-13.059487,0.2835826,1
1109.9933,1815.9706,-701.00305,1720108.1,-1122215.2,-7238.877,-3418.8762,-4103.507,6774.2827,-465.595,309.49207,59.330444,110.24767,-5.250139,-29.252289,-701.5172,-1233197.5,9.004689,28.819712,-24.892761,30.47844,4626.369,30.443853,66.41749,18.433567,190.20866,20.731604,-5.5877624,64.419716,-1.6152213,1
1111.2473,266.43753,1121.1698,-695137.25,-687670.9,-9190.523,-678.80176,2696.3208,-24301.004,-2122.9504,310.81717,64.95009,239.12509,-7.814566,-15.363037,2659.9954,-4449244.5,10.445558,43.99322,-30.964607,0.350745,-16771.902,23.17539,16.19243,70.63587,-33.292847,49.950157,-121.139336,38.39816,-1.7136884,1
1112.5466,2136.2708,723.3373,15001.103,573979.2,-15615.507,-2591.569,-10.522205,-101985.45,118.58355,311.01166,68.98228,-112.022835,-0.2953128,-40.093513,563.9452,349276.56,-0.04140023,33.66155,-9.536647,16.644403,-9137.426,22.88457,65.61795,123.42761,209.77434,67.97345,-73.50073,-12.673635,-0.27174065,1
1110.5481,1917.7355,81.85938,-496812.03,2258958.0,-10017.777,-4059.5154,2815.7234,4758.76,-133.62033,310.17218,61.913807,56.42961,-1.629607,-19.996231,-1771.3673,-1764110.8,1.1271406,-14.107599,-21.130444,29.312914,-17012.094,28.690737,-33.405067,13.848375,68.315155,-53.142017,-120.814026,-1.5292149,-1.3542726,1
1110.8536,2278.8538,595.76935,-772986.5,-1313240.8,-1335.3821,-2424.0935,-1760.5437,5996.6885,1240.3743,309.40048,63.144436,137.61415,3.3346436,-4.2847815,-2139.6565,-11591.981,-0.5447977,-9.551695,-43.25376,12.465774,8486.312,28.236652,-23.941748,88.56739,-146.75858,-63.618042,97.25725,17.42479,-0.8030169,1
1111.3552,1924.3312,-539.8355,-1688674.4,1414941.8,-4617.669,-964.395,4631.9985,7358.24,-1448.7377,310.53168,68.17391,443.67212,-7.7707467,-19.14837,430.50876,-741282.75,5.7307806,25.596266,-38.86762,16.327406,14058.738,19.223743,64.387764,-147.16815,-98.84458,-59.701836,-83.0088,22.297354,-1.6362572,1
1112.1034,-544.96094,5.9040275,394255.8,62394.8,1340.8477,-625.8088,1195.5349,21428.82,-1617.4836,310.2947,68.743034,180.16496,-7.0364437,-16.16466,-373.36435,-3012604.5,3.9211144,47.76096,-41.83319,24.431562,6089.5205,24.504948,12.402132,-35.143417,166.64748,82.05118,-49.159122,-8.676618,-1.9766078,1
1111.2472,1998.6581,151.35898,-759753.8,3481384.2,-1300.1399,-992.301,2409.1658,-4937.3604,-1748.5337,308.5727,58.249844,175.03069,-3.3175564,-5.9831953,887.1358,-1933723.9,5.6540356,25.942781,-36.446796,24.269747,6131.289,28.940903,40.98086,54.87821,-31.608204,82.966644,-41.63308,-0.7390104,-1.5216424,1
1110.3103,-1048.4805,352.5502,170004.47,2577988.5,-10553.714,-2639.0251,-756.1106,68532.86,-1518.2122,309.70215,69.948685,138.69818,-5.7781663,-47.358376,-489.1658,-1860299.0,2.6937013,20.541054,7.8570943,17.529303,-8627.188,33.434235,192.84273,131.91652,287.19547,-11.697644,24.838177,-10.760221,-0.5218623,1
1111.5146,-280.69135,-616.4375,-978713.5,-1771474.5,-923.6904,-2185.1294,3898.7957,14955.391,699.5727,311.56586,64.55119,422.6489,-9.3770685,-16.043365,-718.1836,-3259801.2,3.1269794,7.400545,-12.571362,0.59260464,-9822.079,29.231522,68.31002,-177.7431,126.687325,43.504795,34.417614,-2.3879354,-1.5544821,1
1111.0847,2152.3726,-342.36475,-477472.12,-379503.22,-2188.6697,-995.35986,5607.755,67537.84,1675.5854,311.45456,63.501995,261.16315,-5.156529,-32.178608,1888.5641,-871998.1,4.8230705,27.895065,-16.091627,32.54488,7775.2,24.265522,124.95707,-224.02185,-72.59116,-43.691963,3.486587,-21.075815,-0.73540395,1
1110.1688,2154.7,430.1672,-1684819.5,-600814.06,-16008.96,404.11105,-102.288284,29301.201,1795.6862,310.83267,65.608604,342.80435,-9.018379,-22.434914,855.08185,-5059003.0,11.606887,20.000765,-28.950676,-6.0971737,-15815.526,28.766432,133.39972,-19.586613,-44.37219,26.973871,-37.239944,-12.26669,-1.9335192,1
1111.1393,1217.6823,224.48889,414526.22,3641900.5,-9578.05,-633.99243,3506.0693,1957.4889,-2127.6904,309.07043,66.99769,311.99475,-0.21662268,-47.09656,1420.8833,-6195875.5,3.0045443,-10.504934,7.6408954,48.97697,-10626.178,33.65261,261.51633,76.915886,291.59216,-0.3158969,-99.77913,-103.850464,-2.1792967,1
1109.4171,772.13837,697.2088,990786.5,4104904.0,-13830.96,593.4847,-719.88745,6157.7363,-581.2621,308.94177,71.63211,433.1376,0.5751508,-46.406704,184.19872,-2089156.1,4.982663,3.5983815,16.955132,55.058613,-11870.778,31.46088,183.30899,120.04769,55.50487,-79.05508,-43.23156,-71.971176,-1.3459744,1
1111.263,3165.1677,40.678066,1362636.6,931728.2,142.96931,-2753.2405,-1088.9055,-7669.354,-430.6459,308.72528,64.86467,158.45407,-2.9049582,-26.955532,-1980.4564,-4829767.5,2.1550827,-36.975014,-14.166988,58.38681,-8001.33,36.93927,3.473456,44.835915,102.234795,-37.47237,-32.438034,-72.65175,-0.8864889,1
1110.4884,-99.11854,-260.04425,-1217414.9,-1122462.8,3627.21,-714.74927,3805.471,-20182.9,-1630.0686,310.73758,60.676636,46.445328,-9.313666,-28.676655,2872.8965,-953882.4,2.6852398,8.262237,-21.281252,21.503595,21308.635,24.149153,53.83656,-117.77021,-118.10281,-42.693417,-35.50595,41.926968,-0.48118734,1
1110.832,463.20773,14.34711,-990290.6,-1342737.5,-11555.069,445.33667,-1285.3778,-74912.164,-482.22116,309.2643,59.309784,55.311817,-0.014339667,-2.5974054,-1161.9927,-3233027.0,8.09229,-2.0013864,-22.801743,-6.59164,-5802.2515,24.696264,33.067574,115.58572,53.794434,-59.536713,-32.846596,-50.311893,-1.9579824,1
1110.5509,1911.4475,125.98511,-12052.511,-1374583.0,-8572.908,101.268654,-272.82394,-45273.984,216.79124,309.522,64.62184,166.2167,-6.0787945,-34.26324,1742.5212,-96985.81,7.1649675,26.234236,-34.32908,15.209538,-13998.863,23.713041,100.21663,99.68027,-80.674675,53.571064,-89.81122,58.16169,-1.6226707,1
1110.8292,54.35576,226.304,-143780.83,702253.75,-8188.5415,-1174.1072,2901.2847,25876.41,1104.5042,310.00394,58.3824,75.27973,-5.538047,-24.052229,2479.409,1189858.6,3.1170464,-0.42138672,-28.535011,-4.5780783,-103.73238,29.480656,58.040302,70.64841,79.39317,113.07083,-20.453644,-3.5729363,-2.3957522,1
1111.246,1031.5883,49.257378,-9809.317,1526921.8,-12616.281,-1294.9706,-802.21954,-20892.574,1564.932,310.07196,61.75213,88.690216,-3.4873698,-21.15998,-23.936245,-1882126.8,8.059224,8.675802,-26.223907,30.740063,5014.408,29.849354,38.60243,132.8463,-31.429604,28.886995,-77.51736,-13.94657,-2.5824337,1
1109.6683,-136.53033,411.11957,-944597.25,-987022.7,2437.042,-1333.5394,1582.8722,-26307.418,-2534.2737,310.54272,58.02443,2.4795806,0.7461104,-27.5931,-952.7667,-4392831.0,6.730203,-49.369694,-8.554612,19.170383,-10164.639,31.51071,141.42291,74.22069,24.275854,6.635231,-119.59507,-0.07949775,-1.9363031,1
1109.5753,2637.1106,96.29779,399834.6,283065.03,-7481.4604,-3642.2993,-832.9721,22862.127,1792.7153,310.522,64.05869,393.00098,-0.38108727,-24.618673,534.2961,-2827396.8,4.62162,21.487602,-5.52635,9.814068,-23458.764,21.631725,19.868961,-230.50786,53.13814,69.68057,120.13218,23.35217,0.3562182,1
1111.1022,1295.3406,129.82219,-508336.28,4507893.5,3304.8472,-2046.4094,2434.4795,61901.914,-667.42346,309.8242,65.29202,380.1324,-0.84882545,-26.655388,1405.168,-2986220.2,5.3673086,66.550995,-30.609476,39.509464,-4905.3867,25.085722,54.010654,-82.24504,-71.29397,-45.26207,-178.45108,16.929827,-1.174517,1
1110.7178,-1109.9536,67.119026,-420709.28,-3845682.0,2408.5447,455.09665,1342.5978,-48679.016,-1053.3958,309.78812,72.46668,534.073,-0.81324506,-22.92012,-880.528,145878.72,4.762388,49.88491,-19.600494,-46.374336,-11250.224,31.925295,-39.494984,-111.64389,-15.666927,-45.26649,-155.83539,-7.352337,-0.37993443,1
1110.7871,1364.4669,480.55432,-638117.2,1009111.5,-159.62985,-3697.4778,1031.7747,-13793.169,-1535.1007,309.6852,64.48166,340.07263,0.73786783,-24.432657,-1305.2251,-732848.06,1.543103,-4.0644298,9.70481,72.68009,-8330.168,29.179455,114.99858,202.22238,16.454435,-49.36013,14.577832,-78.90605,-0.084735766,1
1109.3971,-151.49847,119.21828,-245666.17,-1126373.8,-6453.7373,1559.7605,3750.197,22302.111,-1405.5463,310.20694,64.944,578.97235,-0.40561587,-21.233541,-892.8153,-4928664.0,7.9881606,24.471329,-5.508137,-7.779968,-26552.297,24.138863,169.70746,-82.84291,87.2943,20.652819,17.99552,-23.136316,-0.8208148,1
